consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria,score_referencia,tipo_cenario,caso_fronteira,caso_raro,outlier_plausivel,lote_geracao
290.690000,True,15,APARTAMENTO,4,MODERADO,58,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
331.000000,True,12,APARTAMENTO,9,INEFICIENTE,79,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
205.460000,False,6,APARTAMENTO,7,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
446.400000,True,9,ESCRITORIO,14,MODERADO,59,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
207.020000,False,5,CASA,4,EFICIENTE,9,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
210.080000,False,11,APARTAMENTO,4,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
326.190000,True,14,APARTAMENTO,8,INEFICIENTE,78,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
278.490000,True,5,CASA,5,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
255.870000,False,17,CASA,1,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
367.780000,False,15,CASA,10,MODERADO,60,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
325.150000,True,5,CASA,11,MODERADO,49,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
316.290000,True,18,CASA,2,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
177.360000,False,4,APARTAMENTO,5,EFICIENTE,15,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
582.540000,True,21,ESCRITORIO,14,INEFICIENTE,85,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
233.670000,True,4,APARTAMENTO,8,MODERADO,41,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
253.970000,True,9,OUTRO,1,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
369.810000,True,14,CASA,5,MODERADO,53,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
256.680000,False,5,COMERCIO,6,EFICIENTE,8,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
296.600000,False,15,ESCRITORIO,4,EFICIENTE,16,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
328.910000,False,9,COMERCIO,9,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
234.690000,False,6,CASA,6,EFICIENTE,18,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
200.690000,False,11,APARTAMENTO,2,EFICIENTE,21,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
397.020000,True,26,COMERCIO,3,MODERADO,48,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
745.530000,False,43,INDUSTRIA,8,MODERADO,39,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
371.870000,True,17,APARTAMENTO,10,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
317.790000,False,14,CASA,8,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
436.540000,False,28,COMERCIO,8,INEFICIENTE,62,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
326.410000,False,24,ESCRITORIO,5,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
316.670000,False,7,CASA,11,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
206.120000,True,4,APARTAMENTO,5,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
149.100000,False,5,APARTAMENTO,2,EFICIENTE,5,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
255.230000,True,4,APARTAMENTO,10,MODERADO,51,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
692.340000,False,45,INDUSTRIA,4,EFICIENTE,30,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
391.270000,True,16,CASA,8,INEFICIENTE,68,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
799.100000,True,7,ESCRITORIO,6,MODERADO,60,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
225.080000,False,6,APARTAMENTO,10,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
1235.720000,True,45,INDUSTRIA,18,INEFICIENTE,95,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
284.610000,False,16,APARTAMENTO,7,MODERADO,60,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
386.780000,True,21,CASA,6,INEFICIENTE,68,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
309.740000,False,20,ESCRITORIO,5,EFICIENTE,23,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
488.370000,True,18,CASA,11,INEFICIENTE,97,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
249.600000,True,9,APARTAMENTO,4,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
306.870000,False,13,COMERCIO,4,EFICIENTE,18,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
231.730000,False,26,OUTRO,1,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
236.370000,True,16,APARTAMENTO,1,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
291.350000,False,4,CASA,10,MODERADO,31,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
208.240000,False,4,APARTAMENTO,8,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
438.660000,True,24,COMERCIO,7,INEFICIENTE,64,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
248.990000,True,8,CASA,1,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
496.540000,True,21,COMERCIO,14,INEFICIENTE,92,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
256.300000,False,10,APARTAMENTO,7,MODERADO,44,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
392.090000,True,11,CASA,12,INEFICIENTE,72,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
445.130000,True,17,ESCRITORIO,10,MODERADO,55,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
226.250000,False,10,CASA,2,EFICIENTE,13,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
411.030000,False,23,COMERCIO,9,MODERADO,55,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
207.570000,False,6,CASA,3,EFICIENTE,8,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
255.210000,True,7,APARTAMENTO,9,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
261.370000,True,7,APARTAMENTO,9,MODERADO,55,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
194.670000,False,6,APARTAMENTO,6,EFICIENTE,24,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
340.580000,True,19,COMERCIO,2,MODERADO,32,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
802.520000,True,15,INDUSTRIA,14,MODERADO,46,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
284.340000,False,16,CASA,2,EFICIENTE,27,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
203.240000,False,6,APARTAMENTO,7,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
357.360000,False,21,CASA,7,MODERADO,58,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
303.770000,True,16,APARTAMENTO,5,INEFICIENTE,66,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
556.500000,True,32,ESCRITORIO,11,INEFICIENTE,83,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
487.430000,True,27,COMERCIO,9,INEFICIENTE,81,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
316.500000,False,15,CASA,7,MODERADO,43,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
505.100000,True,22,COMERCIO,14,INEFICIENTE,94,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
239.210000,False,14,APARTAMENTO,4,MODERADO,38,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
358.020000,False,10,CASA,11,MODERADO,53,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
215.470000,True,10,APARTAMENTO,1,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
179.270000,False,3,APARTAMENTO,8,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
266.200000,False,9,CASA,7,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
331.920000,True,13,APARTAMENTO,10,INEFICIENTE,85,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
212.150000,False,4,CASA,4,EFICIENTE,8,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
253.730000,False,6,CASA,7,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
444.010000,False,17,ESCRITORIO,13,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
345.960000,True,13,APARTAMENTO,11,INEFICIENTE,92,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
184.720000,False,5,CASA,1,EFICIENTE,1,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
288.320000,True,8,APARTAMENTO,9,INEFICIENTE,63,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
265.090000,True,10,APARTAMENTO,6,MODERADO,52,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
419.710000,False,22,CASA,10,INEFICIENTE,79,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
296.250000,False,13,COMERCIO,5,EFICIENTE,19,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
305.240000,False,15,CASA,7,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
237.750000,True,7,APARTAMENTO,4,MODERADO,36,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
304.990000,False,6,CASA,11,MODERADO,39,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
385.740000,False,23,COMERCIO,7,MODERADO,46,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
290.380000,True,14,CASA,2,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
339.470000,True,13,COMERCIO,4,MODERADO,31,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
443.330000,False,9,INDUSTRIA,12,EFICIENTE,15,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
242.660000,False,7,CASA,7,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
202.450000,False,17,APARTAMENTO,1,EFICIENTE,27,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
239.940000,False,17,APARTAMENTO,3,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
408.160000,True,28,COMERCIO,4,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
306.080000,False,20,CASA,4,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
425.290000,True,15,CASA,11,INEFICIENTE,81,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
407.810000,True,11,CASA,12,INEFICIENTE,75,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
401.230000,True,11,CASA,11,INEFICIENTE,71,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
318.320000,False,10,CASA,8,MODERADO,39,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
269.680000,True,16,CASA,1,MODERADO,31,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
329.920000,True,12,COMERCIO,4,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
324.300000,True,15,APARTAMENTO,9,INEFICIENTE,83,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
495.380000,True,20,CASA,11,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
464.220000,True,22,CASA,9,INEFICIENTE,91,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
331.440000,True,9,CASA,8,MODERADO,49,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
608.670000,False,21,INDUSTRIA,12,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
202.950000,True,7,APARTAMENTO,2,EFICIENTE,25,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
276.630000,True,9,APARTAMENTO,8,MODERADO,59,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
167.500000,False,2,OUTRO,4,EFICIENTE,6,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
274.720000,False,5,CASA,10,EFICIENTE,30,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
482.500000,True,22,COMERCIO,12,INEFICIENTE,84,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
345.420000,False,18,CASA,7,MODERADO,52,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
284.940000,True,8,APARTAMENTO,10,INEFICIENTE,65,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
360.680000,False,17,COMERCIO,9,MODERADO,41,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
1234.070000,True,48,INDUSTRIA,16,INEFICIENTE,92,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
488.420000,True,28,COMERCIO,9,INEFICIENTE,82,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
302.420000,True,13,APARTAMENTO,19,INEFICIENTE,82,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
349.670000,True,7,COMERCIO,8,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
236.890000,False,6,APARTAMENTO,10,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
411.090000,True,14,CASA,11,INEFICIENTE,77,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
163.030000,False,4,APARTAMENTO,4,EFICIENTE,10,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
279.750000,False,5,COMERCIO,7,EFICIENTE,13,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
363.680000,True,14,CASA,7,MODERADO,58,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
160.870000,False,4,APARTAMENTO,3,EFICIENTE,8,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
195.950000,False,4,APARTAMENTO,6,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
298.720000,False,6,COMERCIO,9,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
374.810000,True,17,APARTAMENTO,10,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
556.650000,True,19,ESCRITORIO,14,INEFICIENTE,80,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
323.710000,True,15,APARTAMENTO,7,INEFICIENTE,76,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
194.590000,False,7,APARTAMENTO,4,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
337.150000,True,17,CASA,4,MODERADO,49,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
411.300000,False,17,CASA,11,INEFICIENTE,73,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
302.190000,False,12,APARTAMENTO,10,INEFICIENTE,67,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
232.080000,False,18,APARTAMENTO,3,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
195.530000,False,8,APARTAMENTO,4,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
384.920000,False,17,CASA,8,MODERADO,59,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
402.430000,False,24,COMERCIO,9,MODERADO,55,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
289.880000,False,17,ESCRITORIO,6,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
564.340000,True,19,OUTRO,13,INEFICIENTE,73,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
450.710000,False,22,INDUSTRIA,4,EFICIENTE,11,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
397.830000,True,13,COMERCIO,10,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
508.560000,True,31,ESCRITORIO,9,INEFICIENTE,70,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
280.810000,False,6,CASA,10,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
145.070000,False,9,OUTRO,1,EFICIENTE,5,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
270.210000,True,9,APARTAMENTO,6,MODERADO,51,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
560.000000,True,27,COMERCIO,14,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
278.540000,False,10,CASA,7,MODERADO,31,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
317.150000,False,8,CASA,12,MODERADO,46,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
71.330000,False,14,APARTAMENTO,2,EFICIENTE,17,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
329.490000,False,27,ESCRITORIO,5,EFICIENTE,30,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
256.030000,True,5,APARTAMENTO,9,MODERADO,50,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
252.630000,False,5,CASA,7,EFICIENTE,21,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
581.540000,True,18,OUTRO,11,INEFICIENTE,69,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
317.970000,True,21,CASA,1,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
232.950000,False,17,APARTAMENTO,2,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
494.510000,True,25,ESCRITORIO,10,INEFICIENTE,67,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
356.380000,True,13,COMERCIO,7,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
231.360000,False,8,APARTAMENTO,8,MODERADO,39,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
426.200000,True,14,COMERCIO,11,INEFICIENTE,62,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
169.140000,False,6,APARTAMENTO,1,EFICIENTE,7,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
312.910000,False,7,CASA,12,MODERADO,44,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
175.620000,False,3,APARTAMENTO,3,EFICIENTE,9,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
183.800000,False,10,APARTAMENTO,3,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
347.380000,True,14,CASA,5,MODERADO,50,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
440.500000,True,17,CASA,10,INEFICIENTE,83,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
197.100000,False,8,ESCRITORIO,5,EFICIENTE,6,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
194.460000,False,4,CASA,3,EFICIENTE,4,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
471.980000,True,16,CASA,12,INEFICIENTE,94,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
415.650000,False,21,COMERCIO,11,MODERADO,60,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
426.700000,True,12,OUTRO,9,MODERADO,48,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
478.890000,False,13,INDUSTRIA,12,EFICIENTE,19,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
414.100000,False,16,COMERCIO,13,MODERADO,59,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
421.640000,True,18,ESCRITORIO,7,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
284.470000,True,8,APARTAMENTO,10,INEFICIENTE,65,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
203.100000,True,4,APARTAMENTO,5,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
265.760000,True,2,APARTAMENTO,5,MODERADO,38,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
186.400000,False,7,APARTAMENTO,3,EFICIENTE,16,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
502.730000,True,22,CASA,11,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
376.410000,True,19,CASA,5,MODERADO,60,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
187.490000,False,17,APARTAMENTO,1,EFICIENTE,25,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
188.250000,False,8,ESCRITORIO,4,EFICIENTE,4,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
289.280000,False,9,COMERCIO,3,EFICIENTE,10,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
271.160000,True,7,APARTAMENTO,10,MODERADO,60,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
461.940000,True,19,ESCRITORIO,9,MODERADO,56,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
327.170000,True,5,COMERCIO,8,EFICIENTE,30,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
196.300000,True,4,APARTAMENTO,3,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
285.740000,False,10,CASA,7,MODERADO,32,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
445.970000,True,14,COMERCIO,14,INEFICIENTE,74,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
228.680000,False,7,CASA,2,EFICIENTE,10,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
198.290000,False,11,APARTAMENTO,3,EFICIENTE,24,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
1236.360000,True,42,INDUSTRIA,20,INEFICIENTE,98,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
286.900000,False,15,CASA,5,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
159.260000,False,8,APARTAMENTO,1,EFICIENTE,9,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
254.360000,False,16,APARTAMENTO,4,MODERADO,44,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
288.030000,False,10,COMERCIO,4,EFICIENTE,13,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
319.960000,True,15,CASA,4,MODERADO,44,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
887.400000,False,38,INDUSTRIA,13,MODERADO,53,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
349.810000,True,16,CASA,5,MODERADO,53,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
494.830000,True,18,CASA,12,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
144.830000,False,3,APARTAMENTO,2,EFICIENTE,2,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
415.830000,True,16,CASA,9,INEFICIENTE,75,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
1161.470000,True,46,INDUSTRIA,15,INEFICIENTE,84,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
258.900000,True,4,APARTAMENTO,10,MODERADO,52,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
179.990000,False,9,APARTAMENTO,1,EFICIENTE,13,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
273.120000,True,8,APARTAMENTO,9,MODERADO,60,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
1237.660000,False,49,INDUSTRIA,20,INEFICIENTE,94,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
307.470000,True,18,APARTAMENTO,5,INEFICIENTE,70,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
172.100000,False,4,APARTAMENTO,4,EFICIENTE,12,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
370.340000,True,15,APARTAMENTO,11,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
191.320000,False,4,APARTAMENTO,8,EFICIENTE,24,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
546.500000,True,33,ESCRITORIO,8,INEFICIENTE,72,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
344.120000,False,28,COMERCIO,3,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
300.980000,False,10,COMERCIO,4,EFICIENTE,14,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
284.780000,False,14,COMERCIO,5,EFICIENTE,18,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
418.620000,True,15,CASA,10,INEFICIENTE,77,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
516.790000,True,23,COMERCIO,13,INEFICIENTE,95,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
258.880000,False,6,ESCRITORIO,8,EFICIENTE,15,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
270.820000,True,9,APARTAMENTO,7,MODERADO,55,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
196.950000,False,9,APARTAMENTO,3,EFICIENTE,21,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
298.480000,False,12,CASA,6,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
455.400000,True,17,CASA,11,INEFICIENTE,89,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
303.610000,True,18,APARTAMENTO,4,INEFICIENTE,65,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
314.400000,False,12,COMERCIO,5,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
292.720000,True,7,APARTAMENTO,11,INEFICIENTE,68,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
222.380000,False,5,OUTRO,8,EFICIENTE,17,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
421.350000,False,19,CASA,11,INEFICIENTE,78,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
268.710000,True,4,CASA,3,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
487.160000,True,22,CASA,10,INEFICIENTE,99,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
438.980000,True,23,COMERCIO,9,INEFICIENTE,69,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
413.230000,True,20,COMERCIO,7,MODERADO,56,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
248.720000,False,7,CASA,6,EFICIENTE,21,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
249.080000,False,22,ESCRITORIO,3,EFICIENTE,15,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
373.360000,True,6,COMERCIO,12,MODERADO,46,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
549.120000,True,1,OUTRO,11,MODERADO,52,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
285.950000,False,13,COMERCIO,3,EFICIENTE,13,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
509.880000,True,22,CASA,11,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
462.820000,True,20,CASA,9,INEFICIENTE,88,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
283.290000,True,13,APARTAMENTO,7,INEFICIENTE,64,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
375.310000,True,16,APARTAMENTO,11,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
556.910000,True,27,COMERCIO,14,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
212.450000,False,12,APARTAMENTO,4,MODERADO,31,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
214.910000,False,10,APARTAMENTO,5,MODERADO,31,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
276.350000,True,6,APARTAMENTO,11,INEFICIENTE,62,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
